,Title,Location,Company,Salary,Synopsis
586,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
587,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
588,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
589,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
590,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
591,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
592,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
593,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
594,research data analyst/statistician,"Washington, DC",        Outreach Process Partners,None,"            Seeking Data Analyst/Statistician with 3+ years of experience in data analysis and research. Experience with custom dashboards using R, Tableau and similar..."
595,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
596,Data Scientist,"Laurel, MD",        Johns Hopkins Applied Physics Laboratory (APL),None,"            The Johns Hopkins University Applied Physics Laboratory (APL), a national leader in scientific research and development, is located midway between Baltimore and..."
597,Data Scientist,"Washington, DC",        ANALYTICA,None,"            Analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management..."
598,HP032 Data Technician,"Greenbelt, MD 20771","        ADNET Systems, Inc.",None,"            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
599,Data Scientist III,"Washington, DC 20340",        Carney,None,Data Scientist III. The Data Scientist will provide hands on advanced data analytics and project management as well as apply innovative techniques to large...
600,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
601,"Associate, Data Scientist","Washington, DC 20001 (Shaw area)",        KPMG,None,            Minimum of two years of prior experience working in teams of data & analytics professionals to deliver on business-driven analytics projects using natural...
602,Data Analytics Specialist,"Washington, DC",        PCAOB,None,"            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
603,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
604,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
605,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
606,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
607,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
608,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
609,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
610,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
611,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
612,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
613,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
614,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
615,Visual Data Specialist,"Derwood, MD 20855","        Intelligent Automation, Inc.",None,"            The successful candidate will join a team of computer vision scientists and engineers to participate in rewarding R&D process for image and video analysis,..."
616,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
617,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
618,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
619,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
620,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
621,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
622,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
623,"Applied Data Scientist, Enterprise","Washington, DC",        Improbable,None,"            Our applied data scientists are delivery focused, working in diverse technical teams to design, build, deploy and evaluate data models...."
624,Junior Data Scientist,"Herndon, VA",        Radiant Solutions,None,            You will be applying the latest machine learning techniques to extract insights from geospatial data. We are seeking a data scientist for our applied modeling...
625,Chief Data Scientist,"College Park, MD",        U.S. Federal Government,"
                $126,148 - $174,500 a year","            You will be responsible for all enterprise analytics, decision making affecting analytics, directing analytics processes and using analytics to drive innovation..."
626,"Data/Quantitative Analyst - Bethesda, MD","Washington, DC",        Peopletek,None,"            As a Data/Quantitative Analyst, you will collaborate as part of a dynamic multi-disciplinary project team of subject matter experts and clinical specialists on..."
627,Data Scientist Specialist,"Washington, DC",        Public Company Accounting Oversight Board,None,"            In this position, you will be responsible for utilizing your professional experience with machine learning techniques like classification and regression, model..."
628,Data Scientist (Intermediate),"Washington, DC",        GGTI,None,"            (GGTI) seeks a Data Scientist to join its Data Science & Analytics Team. In operations research, applied statistics, Computer Science (data mining, machine..."
629,Data Scientist,"Washington, DC",        Cerebri AI,None,"            In operations research, applied statistics, data mining, machine learning, physics or a related quantitative discipline...."
630,Visual Data Specialist,"Derwood, MD 20855","        Intelligent Automation, Inc.",None,"            The successful candidate will join a team of computer vision scientists and engineers to participate in rewarding R&D process for image and video analysis,..."
631,Data Scientist,"Chevy Chase, MD",        Dutch Ridge,None,"            Learning, data visualization, statistical modeling, data mining, or information retrieval. Demonstrated professional experience working as a Data Scientist...."
632,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
633,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
634,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
635,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
636,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
637,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
638,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
639,research data analyst/statistician,"Washington, DC",        Outreach Process Partners,None,"            Seeking Data Analyst/Statistician with 3+ years of experience in data analysis and research. Experience with custom dashboards using R, Tableau and similar..."
640,Data Standardization Staff Member,"Silver Spring, MD",        PointCross Life Sciences,None,            Entry level scientist with exposure to biological sciences to work in a dynamic team and support the needs of a nonclinical data standardization program with...
641,Data Scientist,"Laurel, MD",        Johns Hopkins Applied Physics Laboratory (APL),None,"            The Johns Hopkins University Applied Physics Laboratory (APL), a national leader in scientific research and development, is located midway between Baltimore and..."
642,Data Scientist,"Washington, DC",        ANALYTICA,None,"            Analytica specializes in providing software and systems engineering, information management, analytics & visualization, agile project management, and management..."
643,HP032 Data Technician,"Greenbelt, MD 20771","        ADNET Systems, Inc.",None,"            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
644,Data Scientist III,"Washington, DC 20340",        Carney,None,Data Scientist III. The Data Scientist will provide hands on advanced data analytics and project management as well as apply innovative techniques to large...
645,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
646,"Associate, Data Scientist","Washington, DC 20001 (Shaw area)",        KPMG,None,            Minimum of two years of prior experience working in teams of data & analytics professionals to deliver on business-driven analytics projects using natural...
647,Data Analytics Specialist,"Washington, DC",        PCAOB,None,"            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
648,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
649,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
650,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
651,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
652,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
653,Undergraduate Internship/Co-op Program - Data Scientist,None,        Central Intelligence Agency,"
                $21.44 - $25.84 an hour",                            Students serving as Data Scientist interns work side-by-side with other data scientists using advanced hardware and software to create and develop computational...
654,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
655,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
656,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
657,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
658,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
659,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
660,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
661,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
662,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
663,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
664,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
665,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
666,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
667,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
668,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
669,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
670,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
671,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
672,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
673,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
674,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
675,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
676,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
677,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
678,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
679,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
680,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
681,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
682,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
683,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
684,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
685,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
686,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
687,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
688,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
689,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
690,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
691,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
692,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
693,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
694,Data Scientist with Polygraph,None,        Deloitte,None,"                            Our GPS Strategy and Analytics teams bring deep industry expertise, rigorous analytical capabilities and a pragmatic mindset to help solve our client’s most..."
695,Data Scientist,None,        Novetta,None,                            Novetta has an exciting opportunity for a self-motivated and accomplished Data Scientist to join our advanced analytics team....
696,Data Scientist - Human Capital Analytics,None,        Leidos,None,                            Provide expert and professional data scientists to implement effective and innovative solutions meshing disparate data types to discover insights and trends in...
697,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
698,Data Scientist — Predictive Analytics,None,        Gallup,None,                            Minimum of two years of experience building production-level machine learning and predictive analytics systems along with data pipelines....
699,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
700,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
701,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
702,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
703,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
704,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
705,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
706,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
707,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
708,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
709,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
710,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
711,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
712,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
713,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
714,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
715,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
716,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
717,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
718,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
719,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
720,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
721,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
722,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
723,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
724,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
725,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
726,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
727,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
728,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
729,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
730,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
731,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
732,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
733,Data Analyst/Data Scientist,"Alexandria, VA",        Booz Allen Hamilton,None,"Data Analyst/Data Scientist. Experience with machine learning, data mining, statistics, or graph algorithms in academic or internship environments...."
734,Data Scientist,"Washington, DC",        Red Arch Solutions,None,"            This includes the successful execution of all data management and all relevant data operations including data migration, master data management, data clean up,..."
735,Data Scientist,"Arlington, VA","        GreenZone Solutions, Inc.",None,"            1 to 4 years of experience working with large and varying data sets, applying qualitative and quantitative analysis to interpret the data...."
736,World Class Actionable Data Scientist,"Washington, DC",        Jobspring Partners,"
                $100,000 - $300,000 a year",            Full health benefits. A Silicon Valley Unicorn that offers an AI platform with unique and rapidly expanding behavioral matching is looking for a Principal Data...
737,Health Data Analyst,"Washington, DC 20007 (Georgetown area)",        US News & World Report,None,"            1-3 years of experience in biostatistics, health services research, epidemiology, health economics, health policy, or a similar field...."
738,Data Scientist,"Herndon, VA",        K12,None,"            Engage with other data science, data engineering, and analytics practitioners to enhance models and data infrastructure...."
739,HP032 Data Technician,None,"        ADNET Systems, Inc.",None,"                            Work side by side with top scientists. HP032 Junior Data Technician, Part Time. Perform and manage system backups...."
740,Data Scientist,None,        Central Intelligence Agency,"
                $67,968 - $126,062 a year","Data Scientists clearly communicate their conclusions to a diverse audience and become experts through Agency-sponsored continuing education, attendance at..."
741,Data Scientist - Entry to Experienced Level,None,        National Security Agency,"
                $69,545 - $86,659 a year","                            Applying the scientific process to data evaluation, performing statistical inference, and data mining. As a member of a technical mission office or the DSDP,..."
742,Data Analytics Specialist,None,        PCAOB,None,"                            Play a significant role in PCAOB's increasing focus on data analytics, using predictive data analytics to improve the effectiveness and efficiency of our..."
743,Graduate Studies Program - Data Scientist,None,        Central Intelligence Agency,"
                $27.17 - $36.60 an hour","                            As a Data Scientist Graduate Intern, you will work side-by-side with other Data Scientists to organize and interpret data to inform US decision makers, drive..."
744,Data Scientist,"Washington, DC","        ICES, Inc.",None,            BS degree in a related scientific or engineering discipline from an accredited college or university and ten (10) to fourteen (14) years of progressive...
745,Data Scientist - Privacy Specialist,"College Park, MD",        Immuta,None,"            WE’RE LOOKING FOR DATA SCIENTISTS WHO... You’ll work to enhance our Differential Privacy implementation, you’ll work to ensure Immuta’s approach to model risk..."
746,Quantitative Analytics Associate - Data Scientist,"McLean, VA 22102",        Freddie Mac,None,"            End-to-end pipeline implementation for data processing, model training and deployment of machine learning algorithms...."
747,Operations Research Analyst/Data Scientist All Levels,"Washington, DC",        Advanced Sciences and Technologies (AS&T),None,"            Offers a first class benefits package, competitive salary and bonus incentives. Advanced Sciences and Technologies (AS&T) is seeking candidates in support of a..."
